15
203 127 186
293 266 298 266
152 250 209 250
224 97 274 97
277 64 435 64
192 279 550 279
33 170 373 170
434 326 477 326
345 208 473 208
478 126 485 126
261 349 360 349
27 44 400 44
459 124 589 124
421 166 483 166
364 256 440 256
149 241 246 241
154 296 172 296
219 94 336 94
279 94 345 94
335 96 548 96
330 128 369 128
58 184 144 184
309 219 314 219
88 27 414 27
28 116 28 116
125 167 442 167
381 29 465 29
289 224 497 224
199 8 583 8
287 221 391 221
75 59 300 59
7 235 102 235
175 58 546 58
153 161 184 161
406 183 426 183
103 91 391 91
296 93 379 93
329 126 356 126
312 212 332 212
150 187 221 187
230 21 321 21
158 268 542 268
5 140 450 140
51 68 586 68
43 48 60 48
15 18 161 18
308 12 486 12
239 260 275 260
13 191 493 191
178 162 415 162
2 24 446 24
2 279 510 279
133 53 138 53
335 269 568 269
114 80 131 80
66 63 164 63
251 46 354 46
167 75 375 75
0 102 241 102
85 167 431 167
246 262 298 262
166 182 367 182
272 71 558 71
36 153 166 153
354 371 359 371
249 106 326 106
28 299 172 299
135 227 261 227
31 123 556 123
120 15 486 15
10 250 361 250
230 60 265 60
215 30 216 30
378 218 492 218
50 50 340 50
351 334 512 334
318 226 587 226
111 133 485 133
2 245 421 245
185 389 424 389
421 153 521 153
0 140 292 140
8 156 484 156
49 106 62 106
159 172 460 172
46 45 75 45
143 144 588 144
182 6 384 6
3 229 346 229
298 316 515 316
335 68 575 68
91 262 528 262
174 53 228 53
34 217 408 217
220 297 534 297
71 166 109 166
360 11 420 11
400 218 587 218
371 269 382 269
377 324 554 324
28 151 240 151
265 266 427 266
114 79 339 79
94 30 192 30
21 54 134 54
55 155 118 155
338 20 565 20
26 141 453 141
284 134 558 134
361 56 575 56
291 11 559 11
281 207 407 207
50 229 327 229
196 72 255 72
549 205 589 205
178 82 210 82
74 54 284 54
165 421 576 421
402 41 536 41
442 204 537 204
61 354 251 354
374 100 563 100
151 70 480 70
8 214 161 214
127 303 500 303
166 28 385 28
71 16 455 16
332 130 583 130
24 35 414 35
227 101 563 101
108 353 173 353
218 92 312 92
112 317 442 317
89 166 542 166
44 126 247 126
213 103 300 103
226 98 567 98
478 42 569 42
49 141 322 141
71 77 448 77
192 55 238 55
115 293 130 293
440 133 563 133
20 322 173 322
422 277 568 277
25 65 355 65
289 216 403 216
90 140 569 140
172 131 311 131
239 301 574 301
6 287 333 287
132 116 152 116
453 82 538 82
312 115 550 115
280 172 292 172
364 201 492 201
85 134 172 134
271 172 371 172
0 259 501 259
292 74 579 74
18 310 315 310
458 218 585 218
74 17 292 17
311 82 530 82
119 46 506 46
55 112 524 112
274 329 322 329
310 92 408 92
313 290 582 290
142 32 530 32
81 111 238 111
308 113 477 113
44 82 255 82
51 87 521 87
34 181 460 181
327 135 425 135
400 35 533 35
360 180 480 180
209 15 535 15
132 9 584 9
213 73 225 73
277 178 425 178
310 90 471 90
106 383 378 383
177 22 219 22
262 357 482 357
115 154 510 154
198 47 407 47
475 74 546 74
188 153 791
106 70 124 70
86 48 133 48
118 6 157 6
95 8 96 8
56 81 129 81
52 21 122 21
149 98 166 98
56 49 176 49
18 9 119 9
102 32 161 32
37 14 129 14
2 56 19 56
66 118 183 118
53 70 122 70
2 35 9 35
34 46 137 46
76 28 123 28
150 113 182 113
1 21 65 21
33 10 93 10
1 60 109 60
126 12 153 12
77 9 138 9
107 0 185 0
9 136 183 136
92 95 140 95
25 109 166 109
24 106 88 106
91 26 171 26
75 4 80 4
51 2 109 2
111 89 127 89
41 55 133 55
28 88 90 88
10 34 34 34
39 96 63 96
50 94 180 94
20 17 35 17
99 9 141 9
109 46 149 46
60 40 72 40
67 24 147 24
142 54 155 54
56 117 175 117
9 91 52 91
94 38 142 38
60 72 158 72
7 18 134 18
140 74 144 74
44 94 177 94
1 54 112 54
37 15 107 15
69 50 129 50
75 32 162 32
68 99 144 99
6 48 21 48
52 114 160 114
59 20 135 20
118 16 170 16
17 82 24 82
53 107 161 107
80 27 161 27
128 121 168 121
58 34 178 34
30 75 133 75
84 138 117 138
90 30 103 30
50 42 71 42
130 1 159 1
8 51 186 51
20 42 71 42
143 97 163 97
97 45 121 45
84 104 152 104
57 15 152 15
120 128 183 128
30 79 92 79
70 103 81 103
135 48 147 48
27 68 111 68
129 87 183 87
63 40 82 40
110 132 147 132
127 6 182 6
5 24 41 24
60 41 81 41
6 70 155 70
124 71 172 71
70 137 89 137
130 55 174 55
34 90 92 90
105 0 135 0
11 49 62 49
7 23 133 23
54 79 180 79
83 68 99 68
36 5 99 5
63 0 150 0
51 28 140 28
122 6 122 6
69 10 172 10
47 5 159 5
56 66 183 66
88 11 139 11
95 5 144 5
78 76 111 76
169 8 180 8
105 21 152 21
121 94 181 94
59 73 177 73
4 53 83 53
114 67 126 67
78 64 159 64
33 3 112 3
50 48 116 48
140 79 151 79
40 1 83 1
2 87 106 87
65 8 185 8
12 61 121 61
137 10 143 10
23 9 117 9
103 0 106 0
46 29 75 29
15 9 184 9
77 73 144 73
66 79 156 79
9 29 182 29
61 96 101 96
68 63 129 63
22 22 35 22
37 41 61 41
67 37 158 37
123 68 147 68
29 29 136 29
80 70 116 70
132 37 171 37
33 75 169 75
91 76 176 76
58 115 94 115
9 23 178 23
116 59 169 59
65 59 168 59
4 21 128 21
137 55 138 55
31 21 159 21
182 110 186 110
128 13 138 13
114 71 120 71
23 124 37 124
98 37 114 37
165 70 178 70
21 42 31 42
110 2 174 2
30 91 81 91
1 56 5 56
59 1 74 1
102 46 106 46
60 23 138 23
18 92 47 92
121 115 121 115
84 2 172 2
19 72 141 72
122 26 146 26
14 108 31 108
17 42 52 42
11 70 14 70
127 41 148 41
14 47 57 47
33 80 183 80
60 49 120 49
28 1 91 1
123 9 158 9
31 0 57 0
6 5 127 5
10 15 48 15
111 36 142 36
62 63 111 63
17 59 53 59
26 35 169 35
5 9 23 9
103 84 131 84
33 81 76 81
120 19 120 19
52 11 94 11
144 83 180 83
82 27 102 27
52 76 59 76
36 94 59 94
180 24 182 24
123 69 124 69
152 24 178 24
61 15 154 15
64 42 179 42
113 29 124 29
45 27 112 27
84 55 105 55
105 25 179 25
82 17 130 17
33 93 68 93
44 30 183 30
89 41 113 41
41 32 97 32
32 104 164 104
45 20 125 20
58 23 68 23
14 24 172 24
5 47 129 47
19 68 48 68
86 3 113 3
78 1 136 1
126 50 165 50
9 12 92 12
14 23 139 23
92 16 184 16
22 65 102 65
52 14 117 14
61 99 71 99
65 94 118 94
61 45 115 45
33 28 107 28
8 35 13 35
3 113 97 113
6 5 185 5
27 107 60 107
21 60 170 60
98 11 126 11
4 37 171 37
12 68 95 68
16 14 77 14
56 50 145 50
6 17 37 17
27 28 100 28
5 22 52 22
163 66 177 66
7 37 114 37
68 40 74 40
11 66 129 66
164 12 171 12
10 32 171 32
137 28 176 28
99 47 151 47
109 15 180 15
83 16 158 16
96 31 175 31
7 39 174 39
96 136 166 136
97 42 100 42
8 101 61 101
52 57 127 57
14 46 143 46
143 7 157 7
105 57 128 57
9 30 178 30
36 2 171 2
76 3 157 3
59 39 124 39
137 1 174 1
105 4 115 4
15 44 63 44
54 62 170 62
65 82 165 82
148 105 150 105
61 15 174 15
81 47 95 47
38 83 119 83
69 67 103 67
0 72 80 72
43 24 102 24
25 99 93 99
21 83 142 83
134 54 158 54
35 96 170 96
18 47 159 47
84 14 122 14
56 127 81 127
103 0 186 0
9 24 97 24
48 88 132 88
2 42 76 42
171 13 184 13
22 102 138 102
88 103 94 103
123 35 174 35
90 61 145 61
149 32 169 32
80 55 169 55
55 46 168 46
40 142 186 142
142 26 185 26
33 89 106 89
7 110 89 110
28 23 45 23
68 66 132 66
54 86 103 86
80 89 162 89
45 8 94 8
47 47 65 47
48 57 142 57
128 1 179 1
113 2 184 2
81 52 174 52
6 15 177 15
5 24 158 24
57 7 121 7
79 9 180 9
115 83 158 83
17 4 110 4
98 85 177 85
138 106 175 106
39 7 94 7
24 21 60 21
26 115 63 115
108 74 187 74
1 36 111 36
5 2 71 2
12 27 185 27
45 60 118 60
98 5 126 5
43 34 102 34
120 56 187 56
72 10 89 10
28 49 127 49
58 114 160 114
132 19 155 19
54 15 152 15
42 39 83 39
49 15 95 15
48 22 139 22
18 23 119 23
122 131 159 131
9 86 99 86
17 44 100 44
11 94 11 94
144 28 164 28
75 60 124 60
99 20 131 20
4 18 173 18
28 71 158 71
111 83 153 83
67 79 84 79
42 14 105 14
14 16 164 16
145 28 165 28
36 63 106 63
38 64 137 64
61 36 155 36
24 5 40 5
118 130 139 130
64 103 68 103
149 87 152 87
24 48 167 48
30 21 105 21
37 42 186 42
26 104 57 104
106 65 165 65
53 46 162 46
124 60 136 60
10 116 144 116
29 7 75 7
71 13 106 13
70 27 120 27
2 6 145 6
4 1 28 1
32 82 112 82
160 4 174 4
25 34 137 34
70 45 186 45
41 43 44 43
24 10 175 10
6 119 103 119
97 30 127 30
61 4 88 4
134 20 163 20
56 133 178 133
109 42 142 42
26 52 114 52
5 46 97 46
77 107 80 107
2 30 109 30
63 59 83 59
29 6 32 6
34 76 59 76
38 64 146 64
62 88 75 88
10 126 40 126
37 44 140 44
98 45 110 45
60 76 114 76
93 76 172 76
59 8 99 8
65 4 182 4
59 59 94 59
125 10 173 10
13 115 32 115
52 10 179 10
36 36 133 36
48 49 91 49
68 12 123 12
111 21 179 21
63 42 123 42
83 102 107 102
54 74 154 74
95 2 130 2
15 75 16 75
74 47 166 47
85 5 121 5
17 42 62 42
61 75 179 75
174 59 177 59
152 23 161 23
17 54 123 54
43 53 147 53
174 12 178 12
87 66 176 66
11 54 137 54
79 0 129 0
43 33 76 33
87 101 119 101
1 124 17 124
125 10 133 10
90 65 182 65
54 13 159 13
1 10 72 10
152 13 172 13
87 50 110 50
23 84 166 84
5 2 153 2
42 25 61 25
82 1 90 1
55 62 134 62
22 13 34 13
98 6 130 6
45 2 80 2
7 39 136 39
56 32 69 32
3 54 104 54
153 22 176 22
0 120 34 120
99 16 173 16
77 72 96 72
23 33 132 33
79 17 87 17
3 10 184 10
131 81 143 81
27 78 39 78
4 137 125 137
77 22 171 22
57 5 67 5
22 16 135 16
100 75 120 75
54 80 113 80
49 58 60 58
2 2 161 2
3 134 81 134
34 123 65 123
146 0 178 0
154 71 165 71
6 9 179 9
105 4 162 4
120 110 129 110
70 119 153 119
123 87 142 87
46 123 175 123
15 51 109 51
119 86 149 86
49 49 95 49
41 142 177 142
99 33 134 33
46 108 84 108
3 79 32 79
109 4 116 4
157 31 173 31
55 44 138 44
26 10 78 10
108 2 143 2
50 26 171 26
3 102 130 102
38 22 107 22
47 43 136 43
31 77 125 77
58 112 75 112
136 20 169 20
42 87 101 87
43 12 180 12
93 8 134 8
120 116 142 116
20 48 63 48
70 16 128 16
76 45 187 45
45 29 178 29
125 113 176 113
45 4 147 4
133 76 155 76
118 29 146 29
56 98 110 98
20 88 100 88
15 90 17 90
48 32 149 32
81 29 85 29
8 8 170 8
1 34 20 34
161 68 178 68
63 84 185 84
111 2 172 2
9 64 56 64
94 41 122 41
19 46 74 46
88 111 122 111
101 139 156 139
24 41 76 41
69 95 103 95
104 18 171 18
87 27 102 27
43 26 90 26
120 14 184 14
163 79 179 79
5 28 141 28
49 20 100 20
35 113 155 113
63 27 112 27
17 87 164 87
14 73 105 73
16 108 111 108
60 29 139 29
94 40 95 40
175 60 176 60
25 6 41 6
29 25 146 25
74 54 185 54
4 48 86 48
30 22 161 22
88 90 133 90
46 89 70 89
124 72 131 72
109 25 183 25
123 101 176 101
122 64 140 64
150 4 174 4
124 13 135 13
125 67 161 67
15 29 184 29
106 127 117 127
28 6 96 6
0 97 122 97
24 26 75 26
82 18 99 18
140 7 141 7
14 34 17 34
65 103 169 103
73 19 132 19
6 75 185 75
55 30 61 30
118 104 125 104
61 26 158 26
7 13 25 13
104 8 156 8
17 14 176 14
48 51 162 51
53 29 113 29
52 13 143 13
33 14 174 14
131 68 182 68
92 36 166 36
115 9 167 9
97 28 146 28
78 22 112 22
95 63 104 63
64 19 143 19
70 21 177 21
84 35 152 35
76 46 123 46
49 141 86 141
105 79 133 79
179 32 186 32
27 65 77 65
112 68 184 68
12 110 170 110
9 17 16 17
69 114 122 114
5 84 57 84
67 40 90 40
24 29 111 29
53 62 109 62
105 66 106 66
130 64 154 64
78 66 150 66
9 2 113 2
25 3 157 3
35 17 120 17
114 125 128 125
24 77 88 77
8 2 150 2
28 72 174 72
75 39 76 39
8 23 51 23
14 59 14 59
42 20 123 20
46 83 160 83
58 67 187 67
3 103 77 103
1 72 38 72
10 1 28 1
62 49 134 49
7 82 70 82
62 75 121 75
137 37 151 37
7 50 165 50
22 102 162 102
121 4 172 4
37 52 118 52
107 57 160 57
47 78 145 78
28 30 173 30
80 43 97 43
90 68 158 68
91 128 120 128
67 21 104 21
1 46 37 46
150 65 182 65
22 40 108 40
97 128 177 128
8 34 59 34
42 30 94 30
79 40 141 40
4 39 62 39
77 3 166 3
40 118 143 118
137 79 148 79
37 123 60 123
144 5 183 5
63 0 80 0
22 72 168 72
34 23 42 23
48 87 114 87
80 85 101 85
99 5 140 5
171 48 182 48
63 8 68 8
54 12 108 12
86 73 139 73
78 5 163 5
66 66 147 66
23 16 108 16
71 3 173 3
4 22 187 22
68 54 142 54
130 2 157 2
13 69 124 69
73 34 154 34
11 62 112 62
89 15 144 15
25 101 150 101
149 79 157 79
92 26 148 26
98 76 172 76
34 87 101 87
38 104 153 104
136 17 139 17
42 53 158 53
80 61 129 61
0 24 14 24
77 62 117 62
73 97 86 97
151 51 173 51
94 63 171 63
73 16 80 16
53 73 88 73
96 11 179 11
107 41 136 41
137 4 155 4
20 74 31 74
79 5 116 5
7 26 151 26
82 18 141 18
12 26 63 26
72 1 150 1
30 31 39 31
96 41 135 41
54 69 98 69
24 7 163 7
13 41 119 41
9 25 95 25
11 21 79 21
111 125 126 125
71 89 121 89
40 123 155 123
55 8 87 8
9 74 142 74
21 61 50 61
10 96 19 96
156 8 184 8
71 9 180 9
55 93 175 93
45 122 87 122
173 43 175 43
38 34 137 34
40 38 67 38
150 146 178 146
145 12 158 12
48 41 76 41
85 43 183 43
105 36 114 36
26 52 180 52
21 46 87 46
94 48 96 48
53 48 123 48
109 7 116 7
31 113 61 113
132 39 187 39
23 86 63 86
17 96 62 96
77 112 167 112
120 1 152 1
92 7 186 7
36 35 69 35
118 49 178 49
105 54 108 54
91 101 147 101
42 15 102 15
11 13 34 13
21 38 113 38
23 89 58 89
124 8 159 8
15 31 56 31
36 118 79 118
136 46 181 46
23 84 154 84
130 22 184 22
88 115 156 115
6 30 135 30
172 97 186 97
49 4 136 4
66 111 81 111
27 97 62 97
52 59 132 59
47 36 77 36
170 121 178 121
55 81 85 81
132 50 180 50
29 93 127 93
19 55 161 55
53 98 103 98
93 35 108 35
139 111 151 111
95 5 174 5
2 128 118 128
87 49 151 49
144 67 148 67
88 111 164 111
142 74 178 74
110 49 119 49
28 70 72 70
63 94 85 94
35 38 62 38
10 2 87 2
32 27 74 27
130 27 181 27
6 52 64 52
14 34 122 34
97 32 118 32
107 33 117 33
66 76 73 76
125 6 184 6
170 88 181 88
81 92 129 92
22 20 67 20
62 34 172 34
28 1 60 1
33 3 137 3
33 126 73 126
54 67 142 67
58 31 81 31
22 24 106 24
79 27 148 27
24 61 30 61
113 9 126 9
11 115 57 115
6 29 129 29
33 96 74 96
68 58 80 58
1 41 179 41
8 9 181 9
85 2 162 2
15 21 29 21
14 85 46 85
2 13 172 13
6 85 32 85
44 4 183 4
9 87 97 87
107 139 159 139
157 882 927
3 391 146 391
50 353 127 353
14 66 137 66
10 166 87 166
9 38 95 38
27 447 107 447
66 442 103 442
6 119 91 119
18 223 27 223
28 3 149 3
41 333 73 333
9 236 32 236
65 7 106 7
14 76 24 76
91 377 133 377
13 189 31 189
55 236 101 236
0 575 149 575
100 743 131 743
0 654 9 654
3 84 115 84
25 394 90 394
122 532 153 532
78 9 102 9
81 734 148 734
13 114 148 114
4 53 65 53
15 511 98 511
35 176 88 176
77 78 134 78
63 707 129 707
104 79 146 79
18 57 105 57
87 268 127 268
51 501 93 501
0 345 20 345
36 33 145 33
97 135 129 135
93 627 107 627
27 247 27 247
136 170 150 170
140 548 140 548
59 426 145 426
23 447 123 447
109 313 127 313
47 318 134 318
58 100 97 100
14 20 124 20
76 97 152 97
117 154 125 154
113 333 151 333
72 379 151 379
70 122 96 122
13 614 39 614
33 80 95 80
10 90 86 90
20 188 41 188
107 118 125 118
80 350 112 350
71 205 107 205
77 159 116 159
115 409 139 409
102 96 128 96
100 297 140 297
21 363 58 363
15 196 142 196
47 720 137 720
31 323 47 323
3 241 27 241
17 184 117 184
102 127 119 127
26 407 33 407
74 278 100 278
8 84 31 84
14 215 119 215
15 401 71 401
94 34 100 34
49 303 148 303
111 82 119 82
92 371 105 371
26 283 113 283
27 331 118 331
14 307 98 307
102 160 119 160
0 166 11 166
54 40 144 40
85 189 108 189
8 495 110 495
121 276 133 276
12 134 118 134
103 247 103 247
119 194 119 194
2 9 132 9
4 0 43 0
83 516 100 516
19 166 142 166
10 452 129 452
62 309 122 309
23 47 74 47
10 449 106 449
11 591 72 591
114 245 137 245
41 148 65 148
8 529 141 529
30 31 143 31
29 8 116 8
9 300 15 300
0 263 99 263
76 382 131 382
44 162 123 162
35 74 66 74
100 766 111 766
118 756 135 756
1 175 141 175
109 502 141 502
29 385 106 385
130 583 146 583
30 455 136 455
18 71 149 71
144 360 151 360
10 573 152 573
37 94 92 94
29 399 92 399
99 310 104 310
0 714 82 714
128 386 153 386
72 281 139 281
28 555 131 555
12 314 57 314
82 193 100 193
70 735 91 735
3 249 95 249
1 496 28 496
21 109 135 109
76 441 125 441
100 303 141 303
18 34 97 34
5 225 25 225
0 769 46 769
56 7 144 7
16 477 120 477
52 388 118 388
60 261 108 261
9 620 140 620
9 156 148 156
54 500 103 500
58 477 149 477
74 469 139 469
120 548 125 548
80 468 148 468
67 31 83 31
19 365 131 365
70 271 89 271
83 57 119 57
28 372 99 372
91 129 145 129
14 100 53 100
12 132 63 132
25 58 87 58
30 453 119 453
77 185 139 185
20 190 113 190
27 141 88 141
43 360 145 360
31 278 128 278
83 724 115 724
59 293 95 293
13 381 152 381
86 151 126 151
91 74 143 74
3 28 141 28
40 542 117 542
72 438 97 438
38 14 136 14
138 253 139 253
87 30 151 30
18 721 30 721
78 424 142 424
121 609 146 609
12 419 133 419
72 272 77 272
37 97 111 97
83 523 89 523
28 250 65 250
15 221 115 221
62 76 123 76
17 162 121 162
24 74 140 74
24 269 105 269
28 469 82 469
113 446 118 446
76 405 94 405
29 34 59 34
60 73 140 73
22 435 96 435
57 170 131 170
92 231 129 231
25 1 92 1
25 131 96 131
46 138 99 138
103 24 150 24
141 208 154 208
89 444 151 444
76 344 122 344
28 512 94 512
17 182 127 182
3 142 104 142
22 185 133 185
133 668 135 668
58 54 73 54
27 269 41 269
3 119 54 119
86 516 117 516
24 126 115 126
61 790 122 790
68 555 95 555
23 602 112 602
37 235 72 235
5 158 103 158
123 526 147 526
16 78 45 78
105 190 148 190
8 537 93 537
12 496 78 496
28 552 137 552
13 826 19 826
26 206 142 206
109 334 137 334
2 301 114 301
93 52 99 52
23 411 131 411
109 169 117 169
86 168 142 168
17 85 49 85
100 321 135 321
41 143 48 143
10 413 52 413
64 582 126 582
63 77 145 77
94 122 150 122
12 22 42 22
35 244 138 244
1 6 4 6
41 430 105 430
120 115 134 115
126 232 128 232
65 459 95 459
102 456 114 456
31 4 119 4
11 237 110 237
29 62 126 62
68 97 103 97
87 306 156 306
64 311 147 311
0 88 95 88
84 115 149 115
59 153 141 153
128 361 156 361
11 40 139 40
33 57 69 57
91 31 134 31
35 180 86 180
76 258 85 258
46 305 64 305
150 249 151 249
75 552 126 552
53 98 74 98
99 161 132 161
97 90 102 90
26 308 75 308
13 760 113 760
71 107 138 107
129 97 132 97
44 609 90 609
48 118 113 118
30 141 100 141
17 120 98 120
10 499 84 499
20 232 146 232
8 103 124 103
33 1 57 1
16 243 142 243
94 109 95 109
23 11 119 11
34 648 142 648
100 154 115 154
12 98 142 98
58 118 148 118
65 393 89 393
24 766 88 766
65 841 109 841
8 189 57 189
4 55 11 55
94 152 130 152
128 296 141 296
8 151 39 151
42 456 62 456
93 799 109 799
9 295 51 295
75 176 153 176
27 52 42 52
123 16 137 16
6 344 18 344
37 262 88 262
103 572 143 572
65 361 93 361
104 80 128 80
8 172 123 172
19 156 40 156
36 356 142 356
143 370 144 370
38 35 111 35
59 535 155 535
112 85 129 85
53 706 73 706
37 322 79 322
4 229 97 229
94 325 148 325
45 397 116 397
46 266 137 266
4 143 71 143
85 496 105 496
16 374 93 374
69 651 107 651
87 467 147 467
23 550 127 550
37 318 106 318
86 32 97 32
65 266 98 266
67 187 101 187
72 305 78 305
52 22 133 22
87 580 97 580
120 235 147 235
62 142 126 142
20 224 111 224
46 163 65 163
16 486 52 486
54 157 136 157
137 306 149 306
64 266 126 266
54 376 65 376
17 20 81 20
6 102 119 102
62 180 75 180
22 371 35 371
61 48 110 48
50 383 139 383
33 421 137 421
11 683 49 683
67 207 81 207
135 377 139 377
63 275 121 275
56 741 110 741
36 480 78 480
60 315 67 315
85 19 88 19
95 117 125 117
79 183 136 183
6 243 100 243
3 380 116 380
8 785 29 785
115 22 148 22
89 31 144 31
138 360 145 360
31 280 89 280
28 527 133 527
68 274 132 274
83 585 107 585
85 237 155 237
6 572 76 572
42 22 89 22
36 415 102 415
67 271 109 271
131 400 142 400
20 89 100 89
14 342 116 342
85 196 134 196
83 491 108 491
10 224 23 224
53 720 149 720
2 43 62 43
136 439 155 439
1 164 50 164
31 133 126 133
22 276 154 276
25 689 73 689
22 16 145 16
30 390 104 390
19 759 83 759
24 316 110 316
46 462 62 462
72 324 118 324
74 330 150 330
85 419 96 419
129 209 150 209
120 193 121 193
66 61 118 61
107 4 142 4
22 651 143 651
96 101 138 101
25 73 128 73
27 220 36 220
117 147 125 147
108 348 137 348
35 185 48 185
43 273 131 273
27 19 35 19
14 398 98 398
11 103 19 103
57 772 149 772
103 121 146 121
31 150 97 150
16 281 27 281
0 361 109 361
51 53 152 53
37 201 73 201
12 519 23 519
26 64 126 64
59 374 64 374
12 17 86 17
44 425 69 425
40 172 105 172
12 500 68 500
54 221 64 221
53 259 93 259
0 11 92 11
132 161 139 161
77 740 148 740
63 314 91 314
15 618 124 618
70 330 97 330
86 305 96 305
104 35 151 35
38 70 107 70
27 739 144 739
45 293 102 293
1 28 107 28
12 282 55 282
81 251 135 251
11 222 52 222
1 117 111 117
40 266 108 266
33 222 38 222
14 74 115 74
35 281 149 281
119 11 123 11
20 187 95 187
53 137 73 137
101 284 116 284
5 482 75 482
17 195 46 195
72 780 152 780
93 158 105 158
6 390 55 390
80 633 139 633
120 15 156 15
90 336 148 336
10 212 146 212
55 24 71 24
109 179 123 179
86 235 147 235
37 79 93 79
53 171 129 171
10 462 18 462
80 102 127 102
27 82 132 82
0 90 149 90
72 375 82 375
51 452 74 452
100 193 136 193
126 292 140 292
48 38 129 38
9 345 59 345
49 73 64 73
42 192 64 192
23 274 81 274
94 57 142 57
50 120 125 120
115 149 153 149
59 289 126 289
28 702 46 702
43 354 47 354
64 90 110 90
5 811 19 811
44 129 83 129
22 430 32 430
35 166 136 166
99 355 120 355
115 322 147 322
1 402 85 402
13 364 16 364
89 34 153 34
99 203 132 203
42 369 67 369
78 140 133 140
26 359 127 359
22 446 34 446
18 721 151 721
10 180 64 180
2 331 22 331
7 300 16 300
33 29 118 29
36 323 45 323
29 317 111 317
8 99 89 99
44 33 63 33
46 84 80 84
75 66 90 66
39 568 99 568
61 75 65 75
39 384 92 384
59 744 154 744
1 425 39 425
130 40 138 40
7 240 131 240
39 5 39 5
46 519 105 519
59 215 88 215
23 185 147 185
89 801 120 801
60 218 72 218
129 547 151 547
49 252 136 252
64 506 108 506
16 142 75 142
35 395 118 395
37 490 106 490
65 30 106 30
98 54 130 54
42 76 124 76
113 352 136 352
13 181 126 181
4 249 119 249
98 592 121 592
14 388 96 388
66 369 137 369
79 26 142 26
82 139 110 139
2 779 6 779
10 594 136 594
24 110 87 110
53 746 122 746
38 9 69 9
69 225 122 225
17 308 73 308
7 128 37 128
56 67 60 67
14 129 82 129
1 422 112 422
4 545 64 545
0 759 102 759
18 1 143 1
6 53 124 53
48 312 123 312
25 353 130 353
78 90 88 90
106 60 152 60
55 167 138 167
54 230 131 230
83 147 108 147
117 243 120 243
97 609 141 609
73 814 148 814
9 357 134 357
1 10 36 10
36 395 121 395
69 8 156 8
39 43 121 43
39 390 43 390
46 449 106 449
13 0 45 0
92 653 153 653
45 34 57 34
50 177 78 177
25 590 70 590
75 278 102 278
18 779 134 779
8 128 39 128
13 345 76 345
106 198 140 198
16 166 136 166
60 54 142 54
106 302 148 302
60 380 71 380
29 137 67 137
28 193 35 193
54 350 123 350
9 408 26 408
41 312 67 312
58 16 94 16
15 155 24 155
51 335 127 335
20 441 29 441
130 57 151 57
41 159 99 159
94 148 104 148
73 131 145 131
6 188 88 188
1 147 14 147
72 324 74 324
22 11 33 11
24 135 40 135
39 230 98 230
30 241 78 241
65 22 109 22
24 379 156 379
29 266 153 266
76 71 111 71
56 650 72 650
55 1 100 1
18 645 95 645
1 90 26 90
12 217 115 217
52 420 72 420
56 52 88 52
51 484 112 484
63 303 149 303
107 94 144 94
118 758 146 758
88 3 94 3
30 111 99 111
18 1 38 1
23 366 24 366
69 216 133 216
79 721 91 721
139 200 147 200
118 476 139 476
36 198 96 198
24 708 84 708
23 184 57 184
122 35 123 35
100 554 156 554
10 90 75 90
84 33 152 33
17 358 17 358
69 359 146 359
42 139 97 139
102 215 142 215
21 369 43 369
49 48 142 48
40 40 52 40
64 297 97 297
68 82 101 82
44 65 138 65
45 194 71 194
29 21 149 21
134 290 138 290
26 353 53 353
25 56 125 56
34 64 78 64
56 328 147 328
20 141 148 141
16 385 92 385
46 411 67 411
76 149 78 149
113 408 130 408
91 263 134 263
8 630 134 630
39 345 110 345
129 87 129 87
60 189 66 189
56 602 61 602
16 16 36 16
5 683 22 683
113 259 121 259
68 431 70 431
28 583 90 583
1 510 12 510
53 21 87 21
1 534 42 534
60 446 102 446
70 145 72 145
40 265 154 265
24 63 122 63
52 52 90 52
23 189 26 189
101 688 147 688
4 452 18 452
22 369 28 369
11 601 135 601
74 61 151 61
34 118 132 118
69 657 96 657
110 425 113 425
42 191 142 191
32 91 117 91
35 122 56 122
73 532 75 532
119 445 129 445
5 513 93 513
62 721 154 721
106 28 120 28
102 715 144 715
98 272 102 272
95 173 119 173
91 681 138 681
65 565 134 565
65 202 69 202
115 325 121 325
18 638 68 638
5 674 116 674
34 383 86 383
97 18 151 18
24 13 67 13
85 145 133 145
15 374 128 374
76 666 145 666
40 512 122 512
88 699 143 699
81 68 141 68
64 401 73 401
7 254 115 254
121 390 123 390
55 405 72 405
88 125 150 125
35 514 132 514
47 351 150 351
48 13 114 13
12 270 57 270
17 257 33 257
57 388 126 388
0 641 97 641
0 276 125 276
1 652 113 652
2 369 117 369
80 321 84 321
2 735 113 735
65 376 95 376
13 126 20 126
17 64 78 64
76 269 118 269
139 342 145 342
75 151 106 151
48 50 50 50
121 50 134 50
0 21 60 21
9 188 40 188
104 282 124 282
11 77 107 77
54 474 91 474
43 207 96 207
64 297 103 297
40 477 121 477
56 391 155 391
63 578 134 578
51 163 123 163
41 616 139 616
147 388 156 388
6 174 147 174
35 279 131 279
49 40 50 40
91 58 149 58
79 371 109 371
55 3 98 3
61 249 70 249
39 420 131 420
114 26 118 26
135 130 155 130
33 175 91 175
2 307 42 307
11 0 145 0
73 633 147 633
4 257 70 257
88 761 94 761
106 64 115 64
73 478 91 478
66 300 153 300
